demo_gender,demo_age,demo_under_30,demo_senior_citizen,demo_married,demo_dependents,demo_number_of_dependents,loc_city,loc_zip_code,loc_latitude,loc_longitude,svc_referred_a_friend,svc_number_of_referrals,svc_tenure_in_months,svc_offer,svc_phone_service,svc_avg_monthly_long_distance_charges,svc_multiple_lines,svc_internet_service,svc_internet_type,svc_avg_monthly_gb_download,svc_online_security,svc_online_backup,svc_device_protection_plan,svc_premium_tech_support,svc_streaming_tv,svc_streaming_movies,svc_streaming_music,svc_unlimited_data,svc_contract,svc_paperless_billing,svc_payment_method,svc_monthly_charge,svc_total_charges,svc_total_refunds,svc_total_extra_data_charges,svc_total_long_distance_charges,svc_total_revenue,st_satisfaction_score,st_customer_status,churn_flag,st_cltv,st_churn_category,st_churn_reason,zip_population
Male,67,No,Yes,No,No,0,Morgan Hill,95037,37.161544,-121.649371,No,0,1,No offer,No,0.0,No,Yes,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.1,25.1,0.0,0,0.0,25.1,3,Churned,1,5437,Competitor,Competitor made better offer,41707
Female,80,No,Yes,No,No,0,San Jose,95110,37.34667,-121.910019,No,0,17,Offer D,Yes,30.37,No,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,1496.9,0.0,0,516.29,2013.19,1,Churned,1,5082,Dissatisfaction,Service dissatisfaction,18197
Male,77,No,Yes,No,No,0,Stockton,95206,37.902422,-121.440029,No,0,3,No offer,Yes,2.98,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,260.9,0.0,0,8.94,269.84,2,Churned,1,4367,Price,Price too high,49657
Female,73,No,Yes,No,No,0,Stockton,95209,38.044523,-121.348048,No,0,30,No offer,Yes,43.61,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,99.7,2967.35,0.0,80,1308.3,4355.65,1,Churned,1,3548,Dissatisfaction,Product dissatisfaction,30814
Male,74,No,Yes,Yes,No,0,Murphys,95247,38.147852,-120.440124,Yes,1,41,Offer B,Yes,45.84,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,3273.55,0.0,0,1879.44,5152.99,1,Churned,1,4995,Competitor,Competitor offered more data,4353
Female,76,No,Yes,Yes,No,0,Crows Landing,95313,37.435664,-121.049056,Yes,1,42,Offer B,Yes,2.9,No,Yes,Fiber Optic,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.15,3229.4,0.0,0,121.8,3351.2000000000003,1,Churned,1,2322,Attitude,Attitude of support person,1508
Female,78,No,Yes,Yes,No,0,Merced,95348,37.40122,-120.514191,No,0,72,No offer,Yes,25.77,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,92.45,6440.25,0.0,0,1855.44,8295.69,1,Churned,1,5697,Competitor,Competitor made better offer,23100
Female,78,No,Yes,Yes,No,0,Modesto,95355,37.672906,-120.946594,Yes,1,11,Offer D,Yes,1.28,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,1131.2,0.0,0,14.08,1145.28,3,Churned,1,3172,Competitor,Competitor made better offer,47613
Male,66,No,Yes,No,No,0,Modesto,95356,37.716186,-121.025836,No,0,8,No offer,Yes,5.02,Yes,Yes,Fiber Optic,26,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.25,585.95,0.0,0,40.16,626.11,1,Churned,1,3812,Price,Price too high,26055
Female,69,No,Yes,No,No,0,Winton,95388,37.421299,-120.599587,No,0,1,No offer,Yes,22.56,Yes,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.55,50.55,0.0,0,22.56,73.11,1,Churned,1,3357,Dissatisfaction,Product dissatisfaction,11463
Female,74,No,Yes,No,No,0,Cobb,95426,38.838088,-122.73203,No,0,27,No offer,Yes,31.17,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.25,2287.25,0.0,0,841.59,3128.84,1,Churned,1,5172,Competitor,Competitor had better devices,1591
Female,68,No,Yes,No,No,0,Mendocino,95460,39.305545,-123.743697,No,0,1,No offer,Yes,16.37,Yes,Yes,Fiber Optic,7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.05,85.05,0.0,0,16.37,101.42,1,Churned,1,2975,Competitor,Competitor had better devices,2229
Female,68,No,Yes,No,No,0,Blue Lake,95525,40.94338,-123.831799,No,0,54,No offer,Yes,45.77,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5,4370.25,0.0,0,2471.5800000000004,6841.83,1,Churned,1,5684,Attitude,Attitude of support person,1584
Female,68,No,Yes,No,No,0,Davis,95616,38.508735,-121.678813,No,0,4,No offer,Yes,26.23,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,321.75,0.0,0,104.92,426.67,1,Churned,1,2122,Price,Lack of affordable download/upload speed,67411
Female,75,No,Yes,No,No,0,Fair Oaks,95628,38.652065,-121.25441,No,0,25,No offer,Yes,36.5,Yes,Yes,Fiber Optic,30,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,102.8,2660.2,0.0,0,912.5,3572.7,1,Churned,1,4969,Price,Price too high,40750
Male,73,No,Yes,No,No,0,Grizzly Flats,95636,38.636102,-120.522149,No,0,9,No offer,Yes,10.04,Yes,Yes,Fiber Optic,13,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.85,790.15,0.0,0,90.35999999999999,880.51,1,Churned,1,3723,Dissatisfaction,Network reliability,659
Female,72,No,Yes,No,No,0,Guinda,95637,38.830739,-122.196202,No,0,27,No offer,Yes,16.94,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,88.3,2467.75,0.0,0,457.38000000000005,2925.13,3,Churned,1,2420,Other,Don't know,228
Female,68,No,Yes,Yes,No,0,Loomis,95650,38.809175,-121.171375,Yes,1,56,No offer,Yes,33.81,Yes,Yes,Cable,29,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,100.65,5688.05,0.0,130,1893.3600000000001,7711.41,1,Churned,1,4803,Attitude,Attitude of support person,11191
Female,74,No,Yes,Yes,No,0,Roseville,95661,38.736685,-121.251984,Yes,1,66,No offer,Yes,21.7,Yes,Yes,Cable,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,80.55,5265.1,0.0,0,1432.2,6697.3,3,Churned,1,4400,Attitude,Attitude of support person,25173
Male,71,No,Yes,Yes,No,0,Pioneer,95666,38.546999,-120.271114,Yes,1,24,No offer,Yes,2.05,Yes,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.85,1772.25,0.0,0,49.199999999999996,1821.45,1,Churned,1,3079,Attitude,Attitude of service provider,5501
Male,75,No,Yes,Yes,No,0,Soda Springs,95728,39.279068,-120.414275,Yes,1,24,No offer,No,0.0,No,Yes,DSL,5,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,39.1,971.3,0.0,0,0.0,971.3,1,Churned,1,4591,Competitor,Competitor had better devices,88
Female,66,No,Yes,Yes,No,0,Chico,95928,39.681488,-121.83721,Yes,1,65,No offer,Yes,18.69,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,106.25,6979.8,0.0,0,1214.8500000000001,8194.65,1,Churned,1,5965,Competitor,Competitor made better offer,32848
Male,76,No,Yes,No,No,0,Elk Creek,95939,39.53222,-122.594879,No,0,1,No offer,Yes,21.85,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,94.0,0.0,0,21.85,115.85,1,Churned,1,4176,Dissatisfaction,Product dissatisfaction,587
Female,67,No,Yes,No,No,0,Grimes,95950,39.033058,-121.895718,No,0,15,Offer D,Yes,4.28,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,1424.95,0.0,0,64.2,1489.15,2,Churned,1,2668,Dissatisfaction,Service dissatisfaction,531
Female,79,No,Yes,No,No,0,Princeton,95970,39.424957,-122.039307,No,0,8,No offer,Yes,45.16,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,829.55,0.0,0,361.28,1190.83,3,Churned,1,5546,Price,Price too high,495
Male,78,No,Yes,No,No,0,Williams,95987,39.117537,-122.284654,No,0,7,No offer,Yes,32.4,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,73.75,545.15,0.0,0,226.79999999999998,771.9499999999999,2,Churned,1,5638,Attitude,Attitude of support person,4579
Male,79,No,Yes,No,No,0,Yuba City,95993,39.075694,-121.70606,No,0,9,Offer E,Yes,2.45,Yes,Yes,DSL,7,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.55,494.05,0.0,0,22.05,516.1,1,Churned,1,4656,Dissatisfaction,Network reliability,27786
Female,78,No,Yes,No,No,0,Anderson,96007,40.448632,-122.306657,No,0,37,Offer C,Yes,26.95,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.25,2841.55,0.0,0,997.15,3838.7000000000003,3,Churned,1,5859,Other,Don't know,21418
Female,71,No,Yes,No,No,0,Big Bend,96011,41.096569,-121.879082,No,0,3,Offer E,Yes,2.26,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.4,204.7,0.0,0,6.779999999999999,211.48,3,Churned,1,2491,Other,Don't know,265
Female,76,No,Yes,Yes,No,0,Hat Creek,96040,40.789799,-121.474529,Yes,9,48,No offer,Yes,43.04,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,117.45,5438.9,0.0,0,2065.92,7504.82,1,Churned,1,5915,Competitor,Competitor offered more data,397
Male,65,No,Yes,No,No,0,Lewiston,96052,40.704293,-122.803899,No,0,8,Offer E,No,0.0,No,Yes,DSL,4,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.4,221.9,0.0,0,0.0,221.9,1,Churned,1,5971,Competitor,Competitor had better devices,1845
Male,75,No,Yes,Yes,No,0,Paskenta,96074,39.884395,-122.587513,Yes,1,37,Offer C,Yes,46.61,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,3171.15,0.0,0,1724.57,4895.72,2,Churned,1,4712,Competitor,Competitor offered higher download speeds,263
Female,75,No,Yes,No,No,0,Shingletown,96088,40.497441,-121.827524,No,0,28,Offer C,Yes,9.67,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,3152.5,0.0,0,270.76,3423.26,1,Churned,1,5030,Competitor,Competitor offered more data,4231
Male,69,No,Yes,No,No,0,Weaverville,96093,40.759401,-122.939337,No,0,36,Offer C,Yes,23.33,Yes,Yes,Fiber Optic,23,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.85,3186.7,0.0,0,839.8799999999999,4026.58,1,Churned,1,5692,Competitor,Competitor made better offer,3749
Female,68,No,Yes,Yes,Yes,3,Fallbrook,92028,33.362575,-117.299644,Yes,1,4,Offer E,Yes,42.13,No,Yes,Cable,52,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,181.6,0.0,0,168.52,350.12,1,Churned,1,4797,Competitor,Competitor made better offer,42239
Female,66,No,Yes,No,No,0,Los Angeles,90001,33.973616,-118.24902,No,0,8,Offer E,Yes,5.21,No,Yes,Fiber Optic,8,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,94.45,742.95,0.0,0,41.68,784.63,1,Churned,1,3676,Competitor,Competitor had better devices,54492
Male,65,No,Yes,No,No,0,Los Angeles,90005,34.059281,-118.30742,No,0,50,No offer,Yes,18.92,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.7,4816.7,0.0,0,946.0000000000001,5762.7,3,Churned,1,4287,Dissatisfaction,Network reliability,43019
Female,77,No,Yes,Yes,No,0,Los Angeles,90028,34.099869,-118.326843,Yes,1,61,No offer,Yes,35.11,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,104.4,6405.0,0.0,0,2141.71,8546.71,1,Churned,1,4412,Competitor,Competitor had better devices,30568
Female,66,No,Yes,Yes,No,0,Los Angeles,90029,34.089953,-118.294824,Yes,1,40,No offer,No,0.0,No,Yes,Cable,3,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.3,1637.4,0.0,0,0.0,1637.4,3,Churned,1,2296,Competitor,Competitor offered higher download speeds,41713
Male,72,No,Yes,No,No,0,Los Angeles,90044,33.952714,-118.292061,No,0,2,Offer E,Yes,41.43,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.7,93.7,0.0,0,82.86,176.56,1,Churned,1,4618,Competitor,Competitor offered more data,87383
Male,77,No,Yes,Yes,No,0,Downey,90240,33.956228,-118.120993,No,0,10,Offer D,Yes,6.01,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,85.55,851.75,0.0,0,60.099999999999994,911.85,1,Churned,1,3336,Attitude,Attitude of support person,24908
Female,66,No,Yes,Yes,No,0,Huntington Park,90255,33.97803,-118.217141,Yes,1,16,Offer D,Yes,9.93,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,85.35,1375.15,0.0,0,158.88,1534.0300000000002,2,Churned,1,5769,Dissatisfaction,Limited range of services,78114
Female,80,No,Yes,No,No,0,Malibu,90263,34.037037,-118.705803,No,0,2,Offer E,Yes,31.91,No,Yes,Cable,30,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6,195.05,0.0,0,63.82,258.87,3,Churned,1,4322,Price,Long distance charges,11
Male,68,No,Yes,No,No,0,Pacific Palisades,90272,34.079449,-118.548306,No,0,19,Offer D,Yes,28.12,Yes,Yes,Fiber Optic,25,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,1660.0,0.0,0,534.28,2194.2799999999997,1,Churned,1,2373,Price,Extra data charges,22548
Male,78,No,Yes,Yes,No,0,Lakewood,90712,33.840524,-118.148403,No,0,7,No offer,Yes,9.7,Yes,Yes,Fiber Optic,17,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.7,673.1,0.0,0,67.89999999999999,741.0,1,Churned,1,3591,Attitude,Attitude of service provider,30173
Male,74,No,Yes,No,No,0,San Pedro,90732,33.744119,-118.31448,No,0,3,No offer,Yes,48.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.0,237.75,0.0,0,145.02,382.77,1,Churned,1,3128,Competitor,Competitor had better devices,21279
Female,74,No,Yes,Yes,No,0,Long Beach,90802,33.752524,-118.210737,Yes,1,40,No offer,Yes,19.76,No,Yes,Fiber Optic,22,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.2,4062.2,0.0,0,790.4000000000001,4852.6,3,Churned,1,5098,Other,Moved,38427
Male,65,No,Yes,No,No,0,Long Beach,90808,33.823943,-118.111335,No,0,47,No offer,Yes,36.58,No,Yes,Fiber Optic,20,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,85.5,4042.3,0.0,50,1719.26,5811.56,3,Churned,1,3645,Other,Moved,37417
Female,70,No,Yes,No,No,0,Montrose,91020,34.2112,-118.230625,No,0,15,No offer,Yes,7.99,No,Yes,Fiber Optic,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.3,1147.45,0.0,0,119.85000000000001,1267.3,3,Churned,1,4526,Competitor,Competitor offered more data,7527
Male,70,No,Yes,Yes,No,0,Pasadena,91107,34.159007,-118.087353,Yes,3,24,Offer C,Yes,49.76,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,2433.9,0.0,0,1194.24,3628.1400000000003,1,Churned,1,2104,Competitor,Competitor offered higher download speeds,32369
Male,75,No,Yes,No,No,0,San Marino,91108,34.122671,-118.112911,No,0,15,No offer,Yes,12.08,Yes,Yes,Fiber Optic,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.2,1217.25,0.0,0,181.2,1398.45,1,Churned,1,4958,Competitor,Competitor offered higher download speeds,13158
Male,70,No,Yes,No,No,0,Canyon Country,91351,34.422519,-118.420717,No,0,1,No offer,Yes,7.23,No,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0,7.23,76.88000000000001,2,Churned,1,5844,Other,Don't know,59259
Male,71,No,Yes,Yes,No,0,Castaic,91384,34.506627,-118.699048,Yes,1,36,Offer C,Yes,31.65,Yes,Yes,Fiber Optic,15,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,3021.6,0.0,0,1139.3999999999999,4161.0,1,Churned,1,2987,Competitor,Competitor made better offer,22177
Female,79,No,Yes,Yes,No,0,Van Nuys,91411,34.17847,-118.459472,Yes,1,34,Offer C,Yes,25.84,Yes,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.6,2718.3,0.0,0,878.56,3596.86,1,Churned,1,3980,Dissatisfaction,Product dissatisfaction,23646
Female,79,No,Yes,No,No,0,Burbank,91501,34.188339,-118.300942,No,0,1,No offer,No,0.0,No,Yes,Cable,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,36.45,36.45,0.0,0,0.0,36.45,3,Churned,1,5303,Dissatisfaction,Service dissatisfaction,18112
Female,73,No,Yes,Yes,No,0,Azusa,91702,34.174493,-117.87068,Yes,1,47,No offer,Yes,38.31,Yes,Yes,Fiber Optic,7,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,80.35,3825.85,0.0,90,1800.5700000000002,5716.42,1,Churned,1,5915,Dissatisfaction,Network reliability,57775
Female,74,No,Yes,Yes,No,0,El Monte,91731,34.079934,-118.046695,Yes,1,24,Offer C,No,0.0,No,Yes,Cable,29,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,40.65,933.3,0.0,0,0.0,933.3,1,Churned,1,3843,Dissatisfaction,Limited range of services,30211
Female,80,No,Yes,Yes,No,0,Pomona,91767,34.083086,-117.737997,Yes,1,43,No offer,Yes,13.84,Yes,Yes,Cable,18,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,107.55,4533.9,0.0,140,595.12,5269.0199999999995,2,Churned,1,4423,Dissatisfaction,Service dissatisfaction,46626
Male,69,No,Yes,Yes,No,0,Rosemead,91770,34.065108,-118.082791,Yes,1,16,No offer,Yes,15.16,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,1587.55,0.0,0,242.56,1830.11,2,Churned,1,3392,Attitude,Attitude of support person,61623
Female,71,No,Yes,No,No,0,San Diego,92109,32.787836,-117.232376,No,0,5,No offer,Yes,30.05,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,318.5,0.0,0,150.25,468.75,3,Churned,1,3368,Competitor,Competitor made better offer,46086
Male,73,No,Yes,No,No,0,San Diego,92109,32.787836,-117.232376,No,0,37,Offer C,Yes,38.06,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.1,3744.05,0.0,0,1408.22,5152.27,1,Churned,1,4424,Competitor,Competitor made better offer,46086
Female,79,No,Yes,No,No,0,San Diego,92109,32.787836,-117.232376,No,0,5,No offer,No,0.0,No,Yes,DSL,15,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,45.7,198.0,0.0,0,0.0,198.0,3,Churned,1,3561,Competitor,Competitor made better offer,46086
Female,67,No,Yes,Yes,No,0,San Diego,92109,32.787836,-117.232376,Yes,1,28,Offer C,Yes,16.43,Yes,Yes,Fiber Optic,20,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,101.3,2812.2,0.0,0,460.03999999999996,3272.24,3,Churned,1,4994,Competitor,Competitor made better offer,46086
Male,72,No,Yes,Yes,No,0,San Diego,92126,32.886925,-117.152162,Yes,1,10,No offer,Yes,11.12,No,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,92.5,934.1,0.0,100,111.19999999999999,1145.3,1,Churned,1,2415,Competitor,Competitor made better offer,74232
Female,75,No,Yes,No,No,0,San Diego,92126,32.886925,-117.152162,No,0,1,No offer,Yes,39.61,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.45,74.45,0.0,0,39.61,114.06,3,Churned,1,4291,Competitor,Competitor made better offer,74232
Female,76,No,Yes,No,No,0,San Diego,92126,32.886925,-117.152162,No,0,10,No offer,No,0.0,No,Yes,Cable,20,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.65,291.4,0.0,110,0.0,401.4,2,Churned,1,5702,Other,Don't know,74232
Female,69,No,Yes,No,No,0,San Diego,92126,32.886925,-117.152162,No,0,3,No offer,Yes,5.54,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,235.5,0.0,0,16.62,252.12,3,Churned,1,5165,Competitor,Competitor made better offer,74232
Male,76,No,Yes,No,No,0,San Diego,92126,32.886925,-117.152162,No,0,12,No offer,Yes,21.89,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.45,1200.15,0.0,0,262.68,1462.8300000000002,3,Churned,1,2819,Competitor,Competitor made better offer,74232
Female,68,No,Yes,No,No,0,San Diego,92126,32.886925,-117.152162,No,0,26,Offer C,Yes,9.09,Yes,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,2277.65,0.0,0,236.34,2513.9900000000002,1,Churned,1,4074,Other,Don't know,74232
Female,77,No,Yes,Yes,No,0,San Diego,92126,32.886925,-117.152162,Yes,1,1,No offer,No,0.0,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.8,24.8,0.0,0,0.0,24.8,1,Churned,1,5377,Competitor,Competitor made better offer,74232
Female,67,No,Yes,No,No,0,Wrightwood,92397,34.358321,-117.618263,No,0,20,No offer,Yes,27.11,Yes,Yes,DSL,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,61.6,1174.35,0.0,0,542.2,1716.55,1,Churned,1,3866,Price,Long distance charges,4253
Male,67,No,Yes,No,No,0,Yucaipa,92399,34.04597,-117.011825,No,0,32,Offer C,Yes,25.45,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,96.15,3019.25,0.0,0,814.4,3833.65,2,Churned,1,2246,Price,Price too high,41575
Female,76,No,Yes,Yes,No,0,Riverside,92509,34.004379,-117.447864,Yes,1,1,No offer,Yes,12.46,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,69.55,0.0,0,12.46,82.00999999999999,2,Churned,1,5948,Dissatisfaction,Network reliability,63999
Female,66,No,Yes,No,No,0,San Jacinto,92583,33.796568,-116.924723,No,0,5,No offer,Yes,27.35,No,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,84.85,415.55,0.0,20,136.75,572.3,1,Churned,1,3305,Competitor,Competitor had better devices,21349
Male,80,No,Yes,No,No,0,Temecula,92590,33.475493,-117.219551,No,0,1,No offer,Yes,39.88,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,73.65,0.0,0,39.88,113.53,3,Churned,1,5443,Attitude,Attitude of service provider,3070
Female,78,No,Yes,Yes,No,0,Irvine,92620,33.716136,-117.752574,Yes,1,6,No offer,Yes,28.71,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,474.9,0.0,0,172.26,647.16,3,Churned,1,5721,Other,Deceased,26419
Female,69,No,Yes,Yes,No,0,Dana Point,92629,33.477923,-117.705314,Yes,1,1,No offer,Yes,7.74,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,46.0,0.0,0,7.74,53.74,1,Churned,1,4531,Competitor,Competitor had better devices,27730
Male,78,No,Yes,No,No,0,Lake Forest,92630,33.644849,-117.684254,No,0,15,No offer,Yes,17.23,No,Yes,Fiber Optic,12,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.4,1156.1,0.0,0,258.45,1414.55,1,Churned,1,3621,Competitor,Competitor offered higher download speeds,59176
Male,78,No,Yes,Yes,No,0,Huntington Beach,92648,33.679659,-118.016195,Yes,1,16,No offer,Yes,45.9,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.8,1167.8,0.0,0,734.4,1902.1999999999998,1,Churned,1,3327,Competitor,Competitor offered more data,42663
Male,68,No,Yes,Yes,No,0,Laguna Beach,92651,33.570023,-117.773669,Yes,1,44,No offer,Yes,24.62,Yes,Yes,Cable,14,No,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,88.4,3912.9,0.0,0,1083.28,4996.18,3,Churned,1,2674,Competitor,Competitor made better offer,25206
Female,75,No,Yes,Yes,No,0,Camarillo,93010,34.227846,-119.079903,Yes,3,3,No offer,Yes,7.38,No,Yes,Fiber Optic,11,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.9,267.4,0.0,0,22.14,289.53999999999996,1,Churned,1,3464,Dissatisfaction,Network reliability,42853
